INCI_Name,Aliases,Ingredient_Class,Functional_Category,Min_Effective_%,Optimal_%,Max_Safe_%,Primary_Benefits,Mechanism_of_Action,Skin_Concerns,Recommended_pH,Stability_Notes,Irritation_Risk,Comedogenicity_0_5,Pregnancy_Safety,Evidence_Strength,Avg_Time_To_Results,Effect_Strength_Weight,Synergistic_Ingredients,Contraindications,Red_Flag_Tags,Evidence_Level_Normalized,Evidence_Factor,Final_Effect_Score,Sun_Protection_Role,UV_Damage_Role,Tanning_Role
Rosemary Leaf Extract,,Active,Rosemary Leaf Extract is derived from the leaves of the rosemary plant (Rosmarinus officinalis). In ,,,,"Rosemary leaf extract offers benefits such as:
- Provides antioxidant protection, helping to neutralize free radicals and defend the skin against env","A potent plant antioxidant, which is also thought to have anti-inflammatory and antibacterial properties.","[' ', 'Redness', ' ', 'Pregnancy']",,,,,"[' ', 'Related Allergy']",Limited,,,,"[' ', 'Related Allergy']",,Limited,0.4,,,,
Safflower Seed Oil,,Active,Safflower Seed Oil is derived from the seeds of the safflower plant (Carthamus tinctorius). In skinc,,,,"Safflower seed oil offers benefits such as:
- Provides lightweight and non-greasy moisture to the skin, helping to improve hydration and maintain ski","Natural oil rich in linoleic acid, an essential fatty acid, which cannot be produced naturally by the body and which helps support the lipid barrier o","[' ', 'Dry and dehydrated skin', ' ', 'Impaired skin barrier', ' ', 'Pregnancy', ' ', 'Texture']",,,,,"[' ', 'Related Allergy', ' ', 'Oily']",Limited,,,,"[' ', 'Related Allergy', ' ', 'Oily']",,Limited,0.4,,,,
Saccharomyces Cerevisiae (Yeast) Extract,,Active,Yeast extract (e.g. Saccharomyces Cerevisiae) is used in skincare for its benefits as a moisturising,,,,"Prebiotics offer benefits such as:
- Help maintain a balanced and healthy skin microbiome by promoting the growth of beneficial bacteria.
- Support ","Prebiotics are a type of non-digestible dietary fiber used in skincare products to support the skin's microbiome, which consists of beneficial bacteri","[' ', 'Acne', ' ', 'Blackheads', ' ', 'Redness', ' ', 'Pregnancy']",,,,,"[' ', 'Related Allergy']",Limited,,,,"[' ', 'Related Allergy']",,Limited,0.4,,,,
Sacred Lotus Flower Extract,,Active,"This natural plant extract has been shown to have multi-functional benefits, targeting both pigmenta",,,,"Sacred lotus flower extract offers benefits such as:
- Provides deep hydration to the skin, helping to improve moisture retention and maintain skin su","
Sacred lotus flower extract offers multi-functional benefits, addressing pigmentation and wrinkles. It inhibits tyrosinase, reducing dark spots, whil","[' ', 'Elasticity', ' ', 'Fine Lines', ' ', 'Pigmentation', ' ', 'Wrinkles']",,,,,"[' ', 'Related Allergy']",Limited,,,,"[' ', 'Related Allergy']",,Limited,0.4,,,,
Tasmanian Pepperberry Extract,,Active,"This natural berry is high in antioxidants, to help protect against free radical damage, and also ha",,,,"Tasmanian pepperberry extract offers benefits such as:
- Provides soothing properties, making it beneficial for individuals with sensitive or irritat","Tasmanian Pepperberry Extract, also known as Tasmanian Pepper or Tasmannia lanceolata extract, is derived from the berries of the Tasmanian Pepper tre","[' ', 'Redness', ' ', 'Pregnancy']",,,,,"[' ', 'Related Allergy']",Moderate,,,,"[' ', 'Related Allergy']",,Moderate,0.7,,,,
Rhamnose,,Active,Rhamnose is a naturally occurring sugar found in plant sources such as buckthorn and birch. Studies ,,,,"Prebiotics offer benefits such as:
- Help maintain a balanced and healthy skin microbiome by promoting the growth of beneficial bacteria.
- Support ","Prebiotics are a type of non-digestible dietary fiber used in skincare products to support the skin's microbiome, which consists of beneficial bacteri","[' ', 'Acne', ' ', 'Blackheads', ' ', 'Redness', ' ', 'Pregnancy']",,,,,"[' ', 'Related Allergy']",Limited,,,,"[' ', 'Related Allergy']",,Limited,0.4,,,,
Symsitive,,Active,This active has been designed specifically to soothe sensitive skin. Research from its manufacturer ,,,,"Symsitive offers benefits such as:
- Provides instant relief to sensitive skin, helping to reduce skin reactions and discomfort caused by external fa","Symsitive™ is a biomimetic peptide, meaning it mimics the natural peptides found in the skin. It is designed to calm the skin's nerve fibers and recep","[' ', 'Redness', ' ', 'Pregnancy']",,,,,"[' ', 'Related Allergy']",Limited,,,,"[' ', 'Related Allergy']",,Limited,0.4,,,,
Sugar Cane Extract,,Active,"Sugar Cane extract is a natural ingredient that works as a humectant when applied to the skin, meani",,,,"Sugarcane extract offers benefits such as:
- Acts as an exfoliant, helping to remove dead skin cells and unclog pores, resulting in a smoother and mo","Sugarcane Extract is derived from the sugarcane plant (Saccharum officinarum). In skincare, it is used for its potential exfoliating, moisturizing, an","[' ', 'Acne', ' ', 'Blackheads', ' ', 'Enlarged Pores', ' ', 'Radiance', ' ', 'Texture']",,,,,"[' ', 'Related Allergy']",Limited,,,,"[' ', 'Related Allergy']",,Limited,0.4,,,,
Sunflower Oil,,Active,"Sunflower oil is a rich natural source of Vitamin E, a skin-moisturising antioxidant. This oil is al",,,,"Sunflower oil offers benefits such as:
- Provides lightweight and non-greasy moisture to the skin, helping to improve skin hydration and maintain a s","Sunflower Oil is a vegetable oil derived from sunflower seeds (Helianthus annuus). In skincare, it is used for its potential moisturizing, nourishing,","[' ', 'Dry and dehydrated skin', ' ', 'Impaired skin barrier', ' ', 'Pregnancy', ' ', 'Texture']",,,,,"[' ', 'Related Allergy', ' ', 'Oily']",Moderate,,,,"[' ', 'Related Allergy', ' ', 'Oily']",,Moderate,0.7,,,,
Spent Grain Wax,,Active,"Spent Grain Wax is a natural wax derived from the spent grains of malted barley, typically leftover ",,,,"Spent grain wax offers benefits such as:
- Acts as an effective emollient, forming a protective barrier on the skin's surface to lock in moisture and",Spent grain wax is a natural ingredient which can help to reduce signs of irritation in the skin.,"[' ', 'Dry and dehydrated skin', ' ', 'Redness', ' ', 'Pregnancy']",,,,,"[' ', 'Related Allergy']",Limited,,,,"[' ', 'Related Allergy']",,Limited,0.4,,,,
Sulfur,,Active,Sulfur used in skincare works to reduce blemishes. It does this by acting as an antibacterial to kil,,,,"Sulfur offers benefits such as:
- Exhibits potential anti-inflammatory effects, helping to soothe and calm skin conditions such as acne and rosacea.","Sulfur is a naturally occurring element found in the Earth's crust and is commonly used in skincare for its potential anti-inflammatory, and antimicro","[' ', 'Acne', ' ', 'Blackheads', ' ', 'Pregnancy']",,,,,"[' ', 'Related Allergy']",Limited,,,,"[' ', 'Related Allergy']",,Limited,0.4,,,,
Turmeric Root Extract,,Active,"Turmeric is known for its powerful anti-inflammatory properties, which help to soothe and calm skin ",,,,"Turmeric root extract offers benefits such as:
- Acts as a potent antioxidant, helping to neutralize free radicals and protect the skin from environm","Turmeric Root Extract is a natural extract derived from the rhizomes of the turmeric plant (Curcuma longa). In skincare, it is used for its potential ","[' ', 'Redness', ' ', 'Pregnancy']",,,,,"[' ', 'Related Allergy']",Limited,,,,"[' ', 'Related Allergy']",,Limited,0.4,,,,
Tripleurospermum Maritimum Extract,,Active,Ttripleurospermum maritimum extract is the extract of the whole plant is also known as Sea chamomile,,,,Helps to moisturise the skin with some benefits including the treatment of wrinkles and fine lines.,"It is used in skincare for its anti-inflammatory and soothing properties reducing irritation, itching, and redness of sensitive skin. It is suitable f","[' ', 'Dry and dehydrated skin', ' ', 'Fine Lines', ' ', 'Pregnancy', ' ', 'Wrinkles']",,,,,"[' ', 'Related Allergy']",Limited,,,,"[' ', 'Related Allergy']",,Limited,0.4,,,,
Triazine Diethyl Butamidotriazone,,Active,Triazine diethyl butamidotriazone is a synthetic UV filter used in sun care products to provide prot,,,,"As with other synthetic UV filters, it works by absorbing UV light in the outer layers of the epidermis, then converting it into heat (to neutralise t",Triazine diethyl butamidotriazone is a synthetic sunscreen agent which supports SPF protection in sun care formulations due to its ability to absorb U,"[' ', 'UV Protection']",,,,,"[' ', 'Pregnancy', ' ', 'Sensitive']",Limited,,,,"[' ', 'Pregnancy', ' ', 'Sensitive']",,Limited,0.4,,,,
Tomato Stem Cells,,Active,"Stem cells occur naturally within plants to help regenerate cells after stress or injury, and studie",,,,"Tomato stem cells offer benefits such as:
- Provides antioxidant protection, helping to neutralize free radicals and defend the skin from environmenta","Tomato Stem Cells are a specialized cosmetic ingredient derived from the stem cells of tomatoes (Solanum lycopersicum). In skincare, they are used for","[' ', 'Elasticity', ' ', 'Fine Lines', ' ', 'Pregnancy', ' ', 'Wrinkles']",,,,,"[' ', 'Related Allergy']",Limited,,,,"[' ', 'Related Allergy']",,Limited,0.4,,,,
Teprenone,,Active,"Teprenone, a synthetic active produced by manufacturer Sederma, is believed to provide all-round ant",,,,"Teprenone offers benefits such as:
- Supports the skin's natural defense mechanisms against environmental stressors, such as UV rays and pollution.
","Teprenone, also known as geranylgeranylacetone, is a synthetic compound used in skincare for its potential anti-aging and skin-protective properties.","[' ', 'Enlarged Pores', ' ', 'Impaired skin barrier', ' ', 'Pigmentation', ' ', 'Redness', ' ', 'Pregnancy', ' ', 'Texture']",,,,,"[' ', 'Related Allergy']",Limited,,,,"[' ', 'Related Allergy']",,Limited,0.4,,,,
Threonine,,Active,"When taken orally, it helps the digestive and intestinal tracts function more smoothly and also help",,,,Helps support the skin barrier and protect against external aggressors. It's great for Dehydrated skin and helping to skin feel smooth and supple.,An essential amino acid that's also a key building block of collagen and elastin,"[' ', 'Dry and dehydrated skin', ' ', 'Pregnancy', ' ', 'Texture']",,,,,"[' ', 'Related Allergy']",Limited,,,,"[' ', 'Related Allergy']",,Limited,0.4,,,,
Tetrahexyldecyl Ascorbate,,Active,"Tetrahexyldecyl Ascorbate is a stable, oil-soluble form of Vitamin C. It is used in cosmetics, perso",,,,Tetrahexyldecyl ascorbate not only reduces dark marks and skin discolorations but also brightens and evens your facial skin tone.,Tetrahexyldecyl ascorbate is a derivative of L-ascorbate (also called L-ascorbic acid or ascorbic acid) and has many restorative effects on your skin.,"[' ', 'Elasticity', ' ', 'Fine Lines', ' ', 'Pigmentation', ' ', 'Radiance', ' ', 'Wrinkles']",,,,,"[' ', 'Related Allergy', ' ', 'Impaired skin barrier']",Limited,,,,"[' ', 'Related Allergy', ' ', 'Impaired skin barrier']",,Limited,0.4,,,,
Zinc,,Active,"It is known to regulate sebum production, as well as inhibit the growth of the C. Acnes bacteria to ",,,,"Zinc offers benefits such as:
- Assists in soothing and calming irritated skin: Zinc has anti-inflammatory properties that can help alleviate redness","Zinc is a mineral that plays a crucial role in various bodily functions, including supporting the immune system, promoting wound healing, and maintain","[' ', 'Acne', ' ', 'Blackheads', ' ', 'Oily', ' ', 'Redness']",,,,,"[' ', 'Related Allergy']",Limited,,,,"[' ', 'Related Allergy']",,Limited,0.4,,,,
Yerba Mate Extract,,Active,"Yerba Mate Extract is derived from the leaves of the Ilex paraguariensis plant, native to South Amer",,,,"Yerba mate extract offers benefits such as:
- Acts as an antioxidant, helping to neutralize free radicals and protect the skin from environmental str",An antioxidant plant extract which helps to protect the skin from free radical damage.,"[' ', 'Impaired skin barrier']",,,,,"[' ', 'Related Allergy']",Limited,,,,"[' ', 'Related Allergy']",,Limited,0.4,,,,
Yeast Amino Acids,,Active,"Yeast amino acids help to stimulate the skin’s cellular renewal, soothe skin, and increase oxygen fl",,,,"Helps to maintain firm, youthful skin through promoting collagen production and moisturising the skin. ","Yeast extract is used in skincare because it is a rich source of proteins, amino acids, B vitamins, sugar, flavonoids, peptides, and fatty acids neede","[' ', 'Dry and dehydrated skin']",,,,,"[' ', 'Related Allergy']",Limited,,,,"[' ', 'Related Allergy']",,Limited,0.4,,,,
Willow Herb Extract,,Active,A botanical extract used for its antioxidant and skin-soothing abilities.,,,,"Willow herb extract offers benefits such as:
- Acts as an anti-inflammatory, helping to calm and soothe irritated or sensitive skin, making it benefi","Willow Herb Extract is derived from various species of the willow herb plant, particularly Epilobium angustifolium. In skincare, it is used for its po","[' ', 'Impaired skin barrier']",,,,,"[' ', 'Related Allergy']",Moderate,,,,"[' ', 'Related Allergy']",,Moderate,0.7,,,,
Willow Bark Extract,,Active,Willow bark contains naturally-occurring salicylic acid. Salicylic acid works as an exfoliating acid,,,,"Willow bark extract offers benefits such as:
- Acts as a gentle exfoliant, helping to remove dead skin cells and unclog pores, making it beneficial f","Willow Bark Extract is derived from the bark of various species of willow trees, particularly from the white willow tree (Salix alba). In skincare, it","[' ', 'Acne', ' ', 'Blackheads', ' ', 'Enlarged Pores', ' ', 'Oily', ' ', 'Redness', ' ', 'Radiance']",,,,,"[' ', 'Related Allergy', ' ', 'Dry Dehydrated', ' ', 'Impaired skin barrier']",Limited,,,,"[' ', 'Related Allergy', ' ', 'Dry Dehydrated', ' ', 'Impaired skin barrier']",,Limited,0.4,,,,
Wild Cherry Extract,,Active,"Wild cherry is a natural fruit extract, rich in plant antioxidants and vitamin c which help to prote",,,,"Wild cherry extract offers benefits such as:
- Acts as an antioxidant, helping to neutralize free radicals and protect the skin from environmental st","Wild Cherry Extract is derived from the fruit or bark of wild cherry trees, particularly from species like Prunus serotina (black cherry) or Prunus av","[' ', 'Impaired skin barrier']",,,,,"[' ', 'Related Allergy']",Moderate,,,,"[' ', 'Related Allergy']",,Moderate,0.7,,,,
White Tea,,Active,"White tea, also known as camellia sinensis (white tea) leaf  extract, is a potent antioxidant, so is",,,,"White tea offers benefits such as:
- Acts as a potent antioxidant, helping to neutralize free radicals and protect the skin from environmental stress","White tea extract is derived from the leaves of the Camellia sinensis plant, the same plant that produces green tea and black tea. White tea is harves","[' ', 'Redness']",,,,,"[' ', 'Related Allergy']",Moderate,,,,"[' ', 'Related Allergy']",,Moderate,0.7,,,,
Vitamin K1,,Active,Vitamin K1 is a naturally occurring vitamin found in certain plants and algae.,,,,"Vitamin K1 offers benefits such as:
- Supports the skin's natural healing processes, making it beneficial for individuals with post-procedure redness","Vitamin K1 is a fat-soluble vitamin known for its potential skin benefits, particularly in supporting the skin's healing and reducing the appearance o","[' ', 'Anyone']",,,,,"[' ', 'Related Allergy']",Limited,,,,"[' ', 'Related Allergy']",,Limited,0.4,,,,
