INCI_Name,Aliases,Ingredient_Class,Functional_Category,Min_Effective_%,Optimal_%,Max_Safe_%,Primary_Benefits,Mechanism_of_Action,Skin_Concerns,Recommended_pH,Stability_Notes,Irritation_Risk,Comedogenicity_0_5,Pregnancy_Safety,Evidence_Strength,Avg_Time_To_Results,Effect_Strength_Weight,Synergistic_Ingredients,Contraindications,Red_Flag_Tags,Evidence_Level_Normalized,Evidence_Factor,Final_Effect_Score,Sun_Protection_Role,UV_Damage_Role,Tanning_Role,Evidence_Quality,Role_Weight,Clinical_Weight,Sensitive_Skin_Risk
Horse Chestnut,,Active,"Horse Chestnut has powerful antioxidant properties, is able to soothe irritated skin, and has also b",,,,Soothing; Antioxidant; and has also b,Horse chestnut extract is derived from the seeds of the horse chestnut tree (Aesculus hippocastanum). It is used in skincare for its potential anti-in,Redness; UV Damage; Aging & Fine Lines,,,,,Insufficient data; consult doctor before use in pregnancy,Moderate,,,,"[' ', 'Related Allergy']",,Moderate,0.7,,,,,Moderate,5,6,Unknown
Heptapeptide-15 Palmitate,,Active,"Many peptides function as anti-ageing ingredients in skincare, due to their ability to fit specific ",,,,Used in skincare to treat fine lines; Anti-aging; due to their ability to fit specific,"Many peptides function as anti-ageing ingredients in skincare, due to their ability to fit specific receptors in the body to trigger anti-ageing respo",Aging & Fine Lines,,,,,Insufficient data; consult doctor before use in pregnancy,Limited,,,,"[' ', 'Related Allergy']",,Limited,0.4,,,,,Small cosmetic studies; limited independent long-term data,4,4,Unknown
Guarana Extract,,Active,"Guarana extract is derived from the seeds of the guarana plant (Paullinia cupana), which is native t",,,,which is native t; Antioxidant,An antioxidant plant extract which helps to protect the skin from free radical damage.,UV Damage; Aging & Fine Lines,,,,,Insufficient data; consult doctor before use in pregnancy,Limited,,,,"[' ', 'Related Allergy']",,Limited,0.4,,,,,Moderate,4,4,Unknown
Lecithin,,Active,"Lecithin can be classed as a phospholipid, which occurs naturally in eggs, soybean, sunflower oil an",,,,Barrier Support; Hydration; which occurs naturally in eggs; soybean; sunflower oil an; Essential lipids; also known as skin-identical lipids,"Essential lipids, also known as skin-identical lipids, are a group of natural fats (lipids) found in the outermost layer of the skin. They play a cruc",Dullness; Uneven Texture; Hydration; Barrier Repair,,,,,Insufficient data; consult doctor before use in pregnancy,Limited,,,,"[' ', 'Related Allergy']",,Limited,0.4,,,,,Moderate,4,4,Unknown
L-Carnitine,,Active,"Carnitine is a naturally occurring amino acid derivative found in the body. In skincare, L-Carnitine",,,,Antioxidant; L-Carnitine; this ingredien,"An amino acid which has been shown to provide an 8H anti-shine effect to the skin. Research also shows that with 28 days continued use, this ingredien",Acne & Oily Skin; Large Pores; UV Damage; Aging & Fine Lines,,,,,Insufficient data; consult doctor before use in pregnancy,Limited,,,,"[' ', 'Related Allergy']",,Limited,0.4,,,,,Moderate,4,4,Unknown
Laminaria Ochroleuca (Kelp) Extract,,Active,"A type of kelp that helps soothe skin and offers hydration-enhancing properties, it can also play a ",,,,Antioxidant; Hydration; it can also play a,A type of brown seaweed. It's native to Japan and is used as food in many Asian countries.,Aging & Fine Lines; Hydration; UV Damage,,,,,Insufficient data; consult doctor before use in pregnancy,Limited,,,,"[' ', 'Related Allergy']",,Limited,0.4,,,,,Moderate,4,4,Unknown
Lactococcus Ferment Lysate,,Active,"Lactococcus Ferment Lysate is a post-biotic ingredient derived from Gram-positive bacteria, Lactococ",,,,Lactococ; probiotics are used,"Probiotics are live beneficial microorganisms that provide various health benefits when applied to the skin. In skincare products, probiotics are used",Redness; Acne & Oily Skin; Large Pores,,,,,Insufficient data; consult doctor before use in pregnancy,Limited,,,,"[' ', 'Related Allergy']",,Limited,0.4,,,,,Moderate,4,4,Unknown
Lactobacillus Ferment,,Active,"Lactobacillus ferment is a probiotic, with a number of skin benefits. It was first shown by Estee La",,,,Lactobacillus ferment is a probiotic; probiotics are used,"Probiotics are live beneficial microorganisms that provide various health benefits when applied to the skin. In skincare products, probiotics are used",Redness; Acne & Oily Skin; Large Pores,,,,,Insufficient data; consult doctor before use in pregnancy,Limited,,,,"[' ', 'Related Allergy']",,Limited,0.4,,,,,Moderate,4,4,Unknown
Lactobacillus Extract Filtrate,,Active,Lactobacillus Extract Filtrate is a cell-free extract (CFE) of the lactobacillus microorganism. This,,,,which consists of beneficial bacteri,"Prebiotics are a type of non-digestible dietary fiber used in skincare products to support the skin's microbiome, which consists of beneficial bacteri",Redness; Acne & Oily Skin; Large Pores,,,,,Insufficient data; consult doctor before use in pregnancy,Limited,,,,"[' ', 'Related Allergy']",,Limited,0.4,,,,,Moderate,4,4,Unknown
Kola Seed Extract,,Active,"Kola seed extract is derived from the seeds of the kola nut tree, and is used in skincare for its po",,,,Antioxidant; and is used in skincare for its po,An antioxidant plant extract which helps to protect the skin from free radical damage.,UV Damage; Aging & Fine Lines,,,,,Insufficient data; consult doctor before use in pregnancy,Limited,,,,"[' ', 'Related Allergy']",,Limited,0.4,,,,,Moderate,4,4,Unknown
Jeju Green Tea Water,,Active,"Jeju green tea water works to hydrate the skin, whilst offering antioxidant protection through the h",,,,Antioxidant,Jeju Green Tea Water is a skincare ingredient derived from the water extracted from green tea leaves grown on Jeju Island in South Korea. Jeju Island ,Uneven Texture; Hydration; Redness; UV Damage; Aging & Fine Lines,,,,,Insufficient data; consult doctor before use in pregnancy,Moderate,,,,"[' ', 'Related Allergy']",,Moderate,0.7,,,,,Moderate,5,6,Unknown
Jojoba Beads,,Active,"Jojoba beads are spherical exfoliating particles made from jojoba oil, a natural liquid wax obtained",,,,Exfoliation / Texture; impurities; and excess oil from the skin's; a natural liquid wax obtained; Jojoba beads are tiny,"Jojoba beads are tiny, smooth spheres made from solidified jojoba oil. They are biodegradable and considered environmentally friendly compared to trad",Dullness; Uneven Texture,,,,,Insufficient data; consult doctor before use in pregnancy,Limited,,,,"[' ', 'Related Allergy']",,Limited,0.4,,,,,Moderate,4,4,Unknown
Macrocystis Pyrifera (Kelp) Extract,,Active,Macrocystis pyrifera extract is a type of seaweed rich in multiple beneficial ingredients. Its prima,,,,Anti-aging; Soothing; Hydration; Macrocystis Pyrifera,"Macrocystis Pyrifera Extract is an extract of a giant brown seaweed, Macrocystis Pyrifera, found in the Antarctic.",Aging & Fine Lines; Hydration,,,,,Insufficient data; consult doctor before use in pregnancy,Limited,,,,"[' ', 'Related Allergy']",,Limited,0.4,,,,,Moderate,4,4,Unknown
Magnesium Sulfate,,Active,"Magnesium Sulfate is an inorganic salt, also referred to as Epsom salt. It is used in skincare as an",,,,Soothing; Magnesium Sulfate is an inorganic salt; Magnesium sulfate; also known as Epsom salt,"Magnesium sulfate, also known as Epsom salt, is a naturally occurring mineral compound used in skincare for its potential soothing and anti-inflammato",Redness,,,,,Insufficient data; consult doctor before use in pregnancy,Limited,,,,"[' ', 'Related Allergy']",,Limited,0.4,,,,,Moderate,4,4,Unknown
Lysine,,Active,Lysine is an amino acid that helps build collagen in the skin and will therefore help treat fine lin,,,,Soothing; treat fine lines; Anti-aging; Hydration,Lysine  is present in the "natural moisturising factors (NMFs)" which moisturise and hydrate the skin. ,Aging & Fine Lines; Uneven Texture; Hydration; Redness,,,,,Insufficient data; consult doctor before use in pregnancy,Limited,,,,"[' ', 'Related Allergy']",,Limited,0.4,,,,,Moderate,4,4,Unknown
Lily Extract,,Active,"Lily extract is derived from various species of lilies, particularly Lilium candidum (also known as ",,,,Soothing; Antioxidant,Botanical extract used in skincare for its antioxidant and skin-smoothing properties.,UV Damage; Aging & Fine Lines,,,,,Insufficient data; consult doctor before use in pregnancy,Limited,,,,"[' ', 'Related Allergy']",,Limited,0.4,,,,,Moderate,4,4,Unknown
Luffa Cylindrica Extract,,Active,"Luffa Cylindrica Extract, also known as sponge gourd or loofah, is derived from the fruit of the Luf",,,,Exfoliation / Texture; helping to remove dead skin cells; dirt; and impurities from the ski; Luffa Cylindrica Extract; also known as sponge gourd or loofah; is derived from the fruit of the Luf; Antioxidant,Luffa Cylindrica extract is a natural plant extract which provides antioxidant protection against free radicals.,UV Damage; Aging & Fine Lines; Uneven Texture,,,,,Insufficient data; consult doctor before use in pregnancy,Limited,,,,"[' ', 'Related Allergy']",,Limited,0.4,,,,,Moderate,4,4,Unknown
Linolenic Acid,,Active,"Alpha Linolenic Acid (ALA) is a plant-based Omega 3 fatty acid, found in plant oils such as flaxseed",,,,Barrier Support; Hydration; found in plant oils such as flaxseed; Essential lipids; also known as skin-identical lipids,"Essential lipids, also known as skin-identical lipids, are a group of natural fats (lipids) found in the outermost layer of the skin. They play a cruc",Dullness; Uneven Texture; Hydration; Barrier Repair,,,,,Insufficient data; consult doctor before use in pregnancy,Limited,,,,"[' ', 'Related Allergy']",,Limited,0.4,,,,,Moderate,4,4,Unknown
Licorice Extract,,Active,"It has been shown to prevent and reverse UV-induced skin damage, to provide visible skin-lightening ",,,,Soothing; Photoprotection; to provide visible skin-lightening,Licorice extract is derived from the root of the licorice plant (glycyrrhiza glabra) and is a popular skincare ingredient known for its potential anti,Pigmentation; Dullness; Redness; Acne & Oily Skin; UV Damage; Aging & Fine Lines,,,,,Insufficient data; consult doctor before use in pregnancy,Limited,,,,"[' ', 'Related Allergy']",,Limited,0.4,,,,Primary Melanin Suppressor,Moderate,4,4,Unknown
Natural Moisturising Factors,,Active,"They are a substance produced by the body, made up of minerals, lactate, urea, amino acids & humecta",,,,Hydration; made up of minerals; lactate; urea; amino acids & humecta,"Natural Moisturizing Factors (NMFs) are a group of naturally occurring substances found in the skin's outermost layer, the stratum corneum. They play ",Dullness; Uneven Texture; Hydration; Barrier Repair; Redness,,,,,Insufficient data; consult doctor before use in pregnancy,Limited,,,,"[' ', 'Related Allergy']",,Limited,0.4,,,,,Moderate,4,4,Unknown
Licochalcone A,,Active,Licochalcone A is a naturally occurring compound found in the root extract of the licorice plant (Gl,,,,Antioxidant; Derived from licorice; and is more effective at this,"Derived from licorice, this ingredient has shown to protect skin against damage from high energy visible light (HEVIS), and is more effective at this ",UV Damage; Aging & Fine Lines,,,,,Insufficient data; consult doctor before use in pregnancy,Limited,,,,"[' ', 'Related Allergy']",,Limited,0.4,,,,,Moderate,4,4,Unknown
Naringenin Chalcone,,Active,"Naringenin chalcone is a flavonoid compound derived from citrus fruits, particularly grapefruits. In",,,,Antioxidant; Soothing,"A plant polyphenol that occurs naturally in the skin of citrus fruits, this works to calm reactive skin as well as reduce associated redness.",Barrier Repair; Redness; UV Damage; Aging & Fine Lines,,,,,Insufficient data; consult doctor before use in pregnancy,Limited,,,,"[' ', 'Related Allergy']",,Limited,0.4,,,,,Moderate,4,4,Unknown
Myristoyl Nonapeptide,,Active,Myristoyl Nonapeptide-3 is a anti-aging peptide that increases cell turnover and collagen synthesis ,,,,Used in skincare to treat fine lines; Anti-aging,"Many peptides function as anti-ageing ingredients in skincare, due to their ability to fit specific receptors in the body to trigger anti-ageing respo",Aging & Fine Lines,,,,,Insufficient data; consult doctor before use in pregnancy,Limited,,,,"[' ', 'Related Allergy']",,Limited,0.4,,,,,Small cosmetic studies; limited independent long-term data,4,4,Unknown
Myristol Pentapeptide,,Active,Myristoyl pentapeptide is an anti-aging peptide that promotes cell regeneration and is used in skinc,,,,Used in skincare to treat fine lines; Anti-aging,"Many peptides function as anti-ageing ingredients in skincare, due to their ability to fit specific receptors in the body to trigger anti-ageing respo",Aging & Fine Lines,,,,,Insufficient data; consult doctor before use in pregnancy,Limited,,,,"[' ', 'Related Allergy']",,Limited,0.4,,,,,Small cosmetic studies; limited independent long-term data,4,4,Unknown
Milk Thistle Extract,,Active,Milk thistle extract is derived from the seeds of the milk thistle plant (Silybum marianum). In skin,,,,Antioxidant; Soothing,"Milk thistle extract is used in skincare for its soothing and skin-restoring abilities, as well as its antioxidant abilities. It can also be known sil",Barrier Repair; Redness; UV Damage; Aging & Fine Lines,,,,,Insufficient data; consult doctor before use in pregnancy,Limited,,,,"[' ', 'Related Allergy']",,Limited,0.4,,,,,Moderate,4,4,Unknown
Myristol Hexapeptide,,Active,"A synthetic, fatty acid-linked peptide known to improve the skin's resilience, visibly calm, and hel",,,,Used in skincare to treat fine lines; Anti-aging; A synthetic; Soothing; and hel,"Many peptides function as anti-ageing ingredients in skincare, due to their ability to fit specific receptors in the body to trigger anti-ageing respo",Aging & Fine Lines,,,,,Insufficient data; consult doctor before use in pregnancy,Limited,,,,"[' ', 'Related Allergy']",,Limited,0.4,,,,,Small cosmetic studies; limited independent long-term data,4,4,Unknown
Mushroom Extract,,Active,"Mushroom extracts are derived from various types of mushrooms, such as shiitake, reishi, and chaga. ",,,,Soothing; such as shiitake; reishi; Brightening,Mushroom Extract is used in skincare to naturally brighten the skin and reduce hyperpigmentation.,Pigmentation; Dullness,,,,,Insufficient data; consult doctor before use in pregnancy,Limited,,,,"[' ', 'Related Allergy']",,Limited,0.4,,,,,Moderate,4,4,Unknown
Moringa Seed Extract,,Active,"Moringa seed extract is derived from the seeds of the Moringa oleifera tree, also known as the ""Mira",,,,Hydration; also known as the "Mira; Antioxidant; C; and,"Moringa seeds contain a wealth of over 30 antioxidants, helping to provide protection against free radical damage. It also contains Vitamins A, C, and",Dullness; Uneven Texture; Hydration; Barrier Repair; Redness; UV Damage; Aging & Fine Lines,,,,,Insufficient data; consult doctor before use in pregnancy,Limited,,,,"[' ', 'Related Allergy']",,Limited,0.4,,,,,Moderate,4,4,Unknown
